Timestamp,Electric Demand (Student 032 > Electric Meter) [(kWh)],Outdoor Dew Point (Student 032 > Weather Station) [(deg. F)],Outdoor Temperature (Student 032 > Weather Station) [(deg. F)],Optimal Electric Demand kWh (Student 032 > Electric Meter) [(kWh)],Predicted Electric Demand kWh (Student 032 > Electric Meter) [(kWh)]
03/12/2016 08:00:00,91.2765,35.015,41.99,76.03,77.0501125
03/12/2016 16:00:00,88.962,27.86,53.51,74.7375,70.8857125
03/13/2016 00:00:00,79.505,22.37,40.0325,73.69875,74.48805
03/13/2016 09:00:00,74.214,7.3625,30.335,73.73375,78.45075
03/13/2016 17:00:00,73.223,0.7475,33.6425,74.57625,74.166575
03/14/2016 01:00:00,79.774,0.8825,27.5225,77.59,71.306125
03/14/2016 09:00:00,133.4325,-5.2825,20.3675,113.9075,116.8895875
03/14/2016 17:00:00,144.804,-5.5525,28.895,124.79125,134.6535
03/15/2016 01:00:00,85.375,7.385,23.405,78.73125,77.2395
03/15/2016 09:00:00,133.3655,7.25,23.27,115.09125,117.815775
03/15/2016 17:00:00,147.76,13.9775,38.885,127.9625,141.383875
03/16/2016 01:00:00,85.475,17.375,27.635,77.4,80.6799375
03/16/2016 09:00:00,134.131,20.4575,29.5025,116.39375,121.074775
03/16/2016 17:00:00,152.0905,24.2375,41.8775,129.20625,141.317825
03/17/2016 01:00:00,86.213,32.2475,36.23,75.03125,79.5642
03/17/2016 09:00:00,126.812,38.345,39.65,114.31125,122.0555125
03/17/2016 17:00:00,158.36,29.3675,49.865,128.1475,138.362675
03/18/2016 01:00:00,84.839,23.3825,39.7625,79.35875,80.95335
03/18/2016 09:00:00,129.115,20.48,36.995,119.26125,120.6337125
03/18/2016 17:00:00,141.661,18.275,42.26,130.37625,143.754475
03/19/2016 01:00:00,82.9425,17.735,32.63,77.56125,79.0653125
03/19/2016 09:00:00,86.766,24.6425,32.36,76.47375,72.17535
03/19/2016 17:00:00,92.4795,30.875,56.75,76.23875,79.93485
03/20/2016 01:00:00,79.9645,21.11,39.6275,73.28625,75.2360875
03/20/2016 09:00:00,74.388,21.3575,34.385,72.17,76.4183625
03/20/2016 17:00:00,71.972,7.475,40.595,75.1375,76.37845
03/21/2016 01:00:00,79.5425,2.255,29.255,77.39375,71.368625
03/21/2016 09:00:00,132.1925,-4.36,20.1425,114.42875,119.6669125
03/21/2016 17:00:00,149.1695,-4.675,31.235,124.12875,134.9309875
03/22/2016 01:00:00,94.4045,1.985,24.98,80.87375,78.3761125
03/22/2016 09:00:00,137.7765,5.495,23.6075,115.4425,119.0110375
03/22/2016 17:00:00,152.998,12.245,34.88,127.515,140.0838625
03/23/2016 01:00:00,94.0385,14.27,31.2125,80.66875,79.832775
03/23/2016 09:00:00,133.9965,15.5975,29.1425,114.7975,120.589725
03/23/2016 17:00:00,143.777,3.65,34.115,124.69125,136.64615
03/24/2016 01:00:00,90.0795,-4.7425,25.9925,82.25375,80.3260875
03/24/2016 09:00:00,135.1595,-1.5925,24.89,115.86375,117.7317625
03/24/2016 17:00:00,147.318,6.0125,40.28,126.94375,140.6185375
03/25/2016 01:00:00,86.1215,22.28,35.285,79.24875,79.6440875
03/25/2016 09:00:00,132.5695,34.4075,41.54,120.705,121.2452
03/25/2016 17:00:00,142.758,43.52,53.015,138.82875,143.5080375
03/26/2016 01:00:00,80.107,43.3175,46.3775,74.83625,79.5439625
03/26/2016 09:00:00,74.7525,39.74,45.23,72.15,75.6184125
03/26/2016 17:00:00,78.1835,41.8775,46.7375,66.59,72.0767875
03/27/2016 01:00:00,70.4395,39.8075,42.0575,65.52,69.664725
03/27/2016 09:00:00,65.199,42.035,43.6775,64.275,69.794625
03/27/2016 17:00:00,63.5245,39.47,42.8675,62.56,73.725125
03/28/2016 01:00:00,72.5475,34.025,37.1075,62.65375,73.9914875
03/28/2016 09:00:00,121.9495,33.1925,35.78,115.75625,115.388425
03/28/2016 17:00:00,137.909,32.36,37.355,126.63625,122.75145
03/29/2016 01:00:00,87.7685,27.14,39.11,79.57375,83.473525
03/29/2016 09:00:00,132.6225,25.9925,39.11,119.68875,129.89495
03/29/2016 17:00:00,156.8415,29.8625,49.6175,139.3225,159.054475
03/30/2016 01:00:00,97.725,28.13,39.1325,80.28375,82.5676875
03/30/2016 09:00:00,137.6265,26.24,39.38,121.315,121.63965
03/30/2016 17:00:00,154.2055,28.895,50.63,144.4875,151.7036
03/31/2016 01:00:00,86.1985,33.7775,40.235,78.86,79.4088
03/31/2016 09:00:00,139.911,22.3475,44.6225,129.36875,127.9642625
03/31/2016 17:00:00,154.478,23.7425,53.87,156.395,162.6989625
04/01/2016 01:00:00,93.7525,30.5825,39.1325,84.49375,79.7700125
04/01/2016 09:00:00,135.309,29.345,40.9775,119.02875,120.79115
04/01/2016 17:00:00,146.484,26.8925,46.8725,135.795,146.4008875
04/02/2016 01:00:00,82.976,34.88,39.3575,73.9825,79.39515
04/02/2016 09:00:00,76.6705,38.12,41.6075,73.5225,76.2058375
04/02/2016 17:00:00,80.646,29.39,51.035,74.94375,74.0927875
04/03/2016 01:00:00,80.473,20.4575,39.2225,74.08,76.855025
04/03/2016 09:00:00,73.915,20.7275,36.7925,73.52,76.7230625
04/03/2016 17:00:00,71.6945,16.97,54.9725,77.19125,71.05875
04/04/2016 01:00:00,79.6995,24.4175,44.6,76.12875,76.8057125
04/04/2016 09:00:00,141.4215,28.2425,44.0375,127.35,129.202775
04/04/2016 17:00:00,150.4655,30.38,49.1225,143.7275,150.61855
04/05/2016 01:00:00,77.3975,43.7225,47.705,78.7175,78.60585
04/05/2016 09:00:00,122.875,48.38,48.605,115.28,125.7905875
04/05/2016 17:00:00,142.4625,50.7425,58.7525,137.16875,150.437075
04/06/2016 01:00:00,85.3585,33.5075,49.595,80.67625,77.8202375
04/06/2016 09:00:00,135.7615,32.7875,46.13,127.7175,128.341925
04/06/2016 17:00:00,148.0615,23.045,56.9975,152.8775,164.06785
04/07/2016 01:00:00,88.4055,11.8625,43.8575,86.75125,83.8907875
04/07/2016 09:00:00,134.994,19.8725,40.8875,128.47625,130.9011375
04/07/2016 17:00:00,146.266,22.37,53.015,151.59625,160.7118125
04/08/2016 01:00:00,65.3605,35.645,48.605,85.94375,79.64245
04/08/2016 09:00:00,0,41.135,53.15,132.875,130.4684875
04/08/2016 17:00:00,0,43.025,60.3725,164.73375,164.8797125
04/09/2016 01:00:00,0,43.925,50.135,86.0875,80.8741125
04/09/2016 09:00:00,0,34.52,54.1175,77.5275,78.3272
04/09/2016 17:00:00,0,30.11,66.425,64.955,67.0855625
04/10/2016 01:00:00,0,35.015,51.8675,66.58375,82.358125
04/10/2016 09:00:00,0,38.345,48.7625,71.9325,72.18015
04/10/2016 17:00:00,0,46.58,58.1225,70.5675,66.502975
04/11/2016 01:00:00,19.0755,50.81,57.6725,63.50125,65.585875
04/11/2016 09:00:00,183.2405,52.97,61.205,159.2475,147.5809125
04/11/2016 17:00:00,187.398,52.0475,66.875,187.04375,192.4396875
04/12/2016 01:00:00,82.161,54.4775,60.1475,108.5675,101.2724875
04/12/2016 09:00:00,145.299,56.3675,60.26,125.28625,133.113025
04/12/2016 17:00:00,153.958,57.1325,60.2825,140.5125,156.3612375
04/13/2016 01:00:00,92.92,40.7525,47.48,75.78625,76.793175
04/13/2016 09:00:00,129.6595,21.11,34.2725,115.765,123.1880375
04/13/2016 17:00:00,149.4125,16.25,42.8675,128.2425,145.8931
04/14/2016 01:00:00,89.7685,15.2825,35.8475,80.9575,85.8300625
04/14/2016 09:00:00,129.804,20.2775,35.7575,118.91375,119.9921375
04/14/2016 17:00:00,145.1595,23.54,42.6425,131.69625,143.92865
04/15/2016 01:00:00,87.6335,24.9125,33.395,77.54,79.515175
04/15/2016 09:00:00,124.279,27.725,35.9825,116.23125,120.1291125
